mean,std,shapley_type,feature,strata,batch,weights,data
0.12134111281341019,0.06664663033405212,rank-relevance shapley value,X,20-40%,1,different weights,Arbitrary normal 2 vars
0.05685209218327431,0.04741073735741562,rank-relevance shapley value,Y,20-40%,1,different weights,Arbitrary normal 2 vars
0.10255205298479278,0.05928417480877375,shapley value,X,40-60%,0,different weights,Arbitrary normal 2 vars
0.10468779473645809,0.03693709984740828,shapley value,Y,40-60%,0,different weights,Arbitrary normal 2 vars
0.012261824212648247,0.004062244990266821,standardized shapley value,X,40-60%,0,different weights,Arbitrary normal 2 vars
0.0049061128456208535,0.0038507466982914333,standardized shapley value,Y,40-60%,0,different weights,Arbitrary normal 2 vars
0.023916039563365108,0.01330392343646035,rank-relevance shapley value,X,40-60%,0,different weights,Arbitrary normal 2 vars
0.011747755287003062,0.012604676221557403,rank-relevance shapley value,Y,40-60%,0,different weights,Arbitrary normal 2 vars
0.0668734907895354,0.03549629166083229,shapley value,X,40-60%,1,different weights,Arbitrary normal 2 vars
0.07024823961333823,0.03451897797194884,shapley value,Y,40-60%,1,different weights,Arbitrary normal 2 vars
0.0046987293563328595,0.0010525983011694232,standardized shapley value,X,40-60%,1,different weights,Arbitrary normal 2 vars
0.0023188985224258064,0.0010876982397380814,standardized shapley value,Y,40-60%,1,different weights,Arbitrary normal 2 vars
0.024047090413496033,0.01649058929727898,rank-relevance shapley value,X,40-60%,1,different weights,Arbitrary normal 2 vars
0.010898542215356983,0.007618120295919164,rank-relevance shapley value,Y,40-60%,1,different weights,Arbitrary normal 2 vars
0.07742635325820707,0.07016718627289895,shapley value,X,60-80%,0,different weights,Arbitrary normal 2 vars
0.08158000880777065,0.04289522662950823,shapley value,Y,60-80%,0,different weights,Arbitrary normal 2 vars
0.014617004936153102,0.002631688072210459,standardized shapley value,X,60-80%,0,different weights,Arbitrary normal 2 vars
0.00839594027117567,0.0027816733336448957,standardized shapley value,Y,60-80%,0,different weights,Arbitrary normal 2 vars
0.0006246676227896857,0.00024552541139969547,rank-relevance shapley value,X,60-80%,0,different weights,Arbitrary normal 2 vars
0.00036441155825550994,0.00023282675965218333,rank-relevance shapley value,Y,60-80%,0,different weights,Arbitrary normal 2 vars
0.08604383469361906,0.06517698808794106,shapley value,X,60-80%,1,different weights,Arbitrary normal 2 vars
0.05916746894235176,0.047309384099908015,shapley value,Y,60-80%,1,different weights,Arbitrary normal 2 vars
0.005867187108797986,0.0009917809793558486,standardized shapley value,X,60-80%,1,different weights,Arbitrary normal 2 vars
0.0024258236681458565,0.0009760848467604436,standardized shapley value,Y,60-80%,1,different weights,Arbitrary normal 2 vars
0.0006794578086333367,0.00038428947165493126,rank-relevance shapley value,X,60-80%,1,different weights,Arbitrary normal 2 vars
0.00031081144258819757,0.0002952030692307188,rank-relevance shapley value,Y,60-80%,1,different weights,Arbitrary normal 2 vars
0.18057556990300014,0.051768735468289716,shapley value,X,80-100%,0,different weights,Arbitrary normal 2 vars
0.07440807709287763,0.04682659255515605,shapley value,Y,80-100%,0,different weights,Arbitrary normal 2 vars
0.02134074841308434,0.0021148204814229097,standardized shapley value,X,80-100%,0,different weights,Arbitrary normal 2 vars
0.009038821817901997,0.002582261974716112,standardized shapley value,Y,80-100%,0,different weights,Arbitrary normal 2 vars
1.088397502687318e-06,1.5722628217157023e-06,rank-relevance shapley value,X,80-100%,0,different weights,Arbitrary normal 2 vars
3.643511235109222e-07,5.396683255577835e-07,rank-relevance shapley value,Y,80-100%,0,different weights,Arbitrary normal 2 vars
0.18830192188290298,0.09236832771082328,shapley value,X,80-100%,1,different weights,Arbitrary normal 2 vars
0.07943540290117838,0.050282727754010284,shapley value,Y,80-100%,1,different weights,Arbitrary normal 2 vars
0.0069674312827205445,0.001190838758227085,standardized shapley value,X,80-100%,1,different weights,Arbitrary normal 2 vars
0.002917826465565721,0.0008936825517755571,standardized shapley value,Y,80-100%,1,different weights,Arbitrary normal 2 vars
6.910824983211448e-07,9.748310150980158e-07,rank-relevance shapley value,X,80-100%,1,different weights,Arbitrary normal 2 vars
3.5386797209070953e-07,5.286092848412916e-07,rank-relevance shapley value,Y,80-100%,1,different weights,Arbitrary normal 2 vars
0.06207485680654585,0.05763487547928708,shapley value,X,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.17782750208669906,0.06259051153079936,shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.009265119820300694,0.003772332274500428,standardized shapley value,X,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.0025007731210580854,0.003289471981169059,standardized shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.5300445920452028,0.25600211266626033,rank-relevance shapley value,X,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.139345509436671,0.19448245061203315,rank-relevance shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars with correlated third
0.07098816965403196,0.05424686283477765,shapley value,X,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.19422744786100757,0.05757255407755273,shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.002460087526390233,0.0009053301500872889,standardized shapley value,X,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.0007681990202610017,0.0007429988762323368,standardized shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.45787351918972014,0.18087568176757998,rank-relevance shapley value,X,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.1465161712851976,0.11971724721726601,rank-relevance shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars with correlated third
0.07708006344490305,0.0536460019127963,shapley value,X,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.11625424445725052,0.06571301533096728,shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.010678165091219155,0.003990367794933193,standardized shapley value,X,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.005686720773890219,0.004096660620828055,standardized shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.11045693692833408,0.07074118998703392,rank-relevance shapley value,X,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.0562821633989336,0.06108729109540153,rank-relevance shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars with correlated third
0.056871061507269866,0.03755067484965748,shapley value,X,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.09221859189963828,0.06078524050562398,shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.002816380662835499,0.0008205201697424081,standardized shapley value,X,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.0022626470588322533,0.0009239123647967299,standardized shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.11061708143210623,0.06301313342355809,rank-relevance shapley value,X,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.0808126813476034,0.040006301586364625,rank-relevance shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars with correlated third
0.06689303247976724,0.027606833536968828,shapley value,X,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.044162559513128696,0.03776010522838689,shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.009525156137689195,0.0030779928057932562,standardized shapley value,X,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.012495781014864505,0.0021518490768789923,standardized shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.015114896783760132,0.007706426973862395,rank-relevance shapley value,X,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.023218915983786757,0.016046434931948468,rank-relevance shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars with correlated third
0.0659385395709168,0.05653590076391464,shapley value,X,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.07882614581063702,0.05794623975337921,shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.0032714024255944855,0.001149688587175726,standardized shapley value,X,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.003239645144925033,0.0012988964649790927,standardized shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.018069692822188215,0.0122500601796971,rank-relevance shapley value,X,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.016308460770276253,0.01186638806574471,rank-relevance shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars with correlated third
0.04254681506843193,0.03533188949430096,shapley value,X,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.16404857792491917,0.061250234080793955,shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.011796584096138703,0.002777344111255124,standardized shapley value,X,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.019456855447423784,0.003014094686481559,standardized shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.00018569313263905877,0.0001407270947067588,rank-relevance shapley value,X,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.0002828667634839468,0.0001484791055096894,rank-relevance shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars with correlated third
0.05878175929316555,0.0341179722693402,shapley value,X,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.15488630992891786,0.06035843848226542,shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.002779109153492162,0.0008159880296875496,standardized shapley value,X,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.005251705511841334,0.0007785052693565925,standardized shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.00039751429553128886,0.00021062996088473245,rank-relevance shapley value,X,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.0007900805978236742,0.000456827311289925,rank-relevance shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars with correlated third
0.012595956438774508,0.0,shapley value,X,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.22935136142718,0.0,shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.011174556032083989,0.0,standardized shapley value,X,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.020842832365761135,0.0,standardized shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,X,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars with correlated third
0.1036284056825732,0.05746165934323304,shapley value,X,80-100%,1,equal weights,Standard normal 2 vars with correlated third
0.17277412846703355,0.043064111243795354,shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars with correlated third
0.004591134092834798,0.0007628352115330028,standardized shapley value,X,80-100%,1,equal weights,Standard normal 2 vars with correlated third
0.0056142096658552505,0.0005716998218571296,standardized shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars with correlated third
5.766313780536686e-07,9.413878595997875e-07,rank-relevance shapley value,X,80-100%,1,equal weights,Standard normal 2 vars with correlated third
7.868405954799272e-07,1.3426470873965235e-06,rank-relevance shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars with correlated third
0.11982987407753178,0.05582241179066607,shapley value,X,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.07897937539058937,0.05045923263318309,shapley value,Y,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.008393088871693759,0.0022424568096922103,standardized shapley value,X,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.0037167951681747603,0.0026634639910594607,standardized shapley value,Y,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.4620345053101983,0.2201982215053125,rank-relevance shapley value,X,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.17288808899724714,0.11316474611852681,rank-relevance shapley value,Y,0-20%,0,different weights,Standard normal 2 vars with correlated third
0.14056109112508192,0.08114811666033321,shapley value,X,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.08274623232523408,0.04911414497189353,shapley value,Y,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.0027997762708763686,0.001170663065706887,standardized shapley value,X,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.0009581395944026766,0.000824113425976482,standardized shapley value,Y,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.46650939803204683,0.22552329542719565,rank-relevance shapley value,X,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.18178137734854408,0.20776941069443822,rank-relevance shapley value,Y,0-20%,1,different weights,Standard normal 2 vars with correlated third
0.08574103150082538,0.07764558747302966,shapley value,X,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.10177786602117893,0.0467014235918547,shapley value,Y,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.011735153546540898,0.004212542827993061,standardized shapley value,X,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.004273280432842386,0.0043002545490780945,standardized shapley value,Y,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.16067505380970495,0.09734722807227504,rank-relevance shapley value,X,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.05248407517017044,0.05681626493166857,rank-relevance shapley value,Y,20-40%,0,different weights,Standard normal 2 vars with correlated third
0.059616849452698656,0.050725047309557646,shapley value,X,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.07634432354035223,0.049190448703948675,shapley value,Y,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.004191417747043855,0.0009833949948128903,standardized shapley value,X,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.0014093254828880686,0.0010728997839719195,standardized shapley value,Y,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.13489622019917188,0.06933622748690713,rank-relevance shapley value,X,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.039881577782700864,0.03748103818077204,rank-relevance shapley value,Y,20-40%,1,different weights,Standard normal 2 vars with correlated third
0.07813102222725218,0.03938006123328069,shapley value,X,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.08316532199799374,0.0409014082932451,shapley value,Y,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.01497737868824684,0.003399744158772275,standardized shapley value,X,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.005812700335827737,0.003986401462689541,standardized shapley value,Y,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.02176587441178061,0.016181809420375236,rank-relevance shapley value,X,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.005707449005501295,0.002615283604244802,rank-relevance shapley value,Y,40-60%,0,different weights,Standard normal 2 vars with correlated third
0.07617709197673017,0.04830400875525598,shapley value,X,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.07214101743478961,0.04682388426908253,shapley value,Y,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.00417423091067741,0.0011147877135356753,standardized shapley value,X,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.0023114421025655493,0.0011369829760581648,standardized shapley value,Y,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.02498967340415324,0.014324544393036556,rank-relevance shapley value,X,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.013686694284777336,0.011132424484625808,rank-relevance shapley value,Y,40-60%,1,different weights,Standard normal 2 vars with correlated third
0.1426438745753796,0.02685960957480962,shapley value,X,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.040298111753654456,0.03464705141182962,shapley value,Y,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.017578167981579497,0.0009887765142242257,standardized shapley value,X,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.004371280787966688,0.0012754537860172627,standardized shapley value,Y,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.0007559348390957745,0.0006516003602986848,rank-relevance shapley value,X,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.0001705211713083251,0.00014372892947146407,rank-relevance shapley value,Y,60-80%,0,different weights,Standard normal 2 vars with correlated third
0.058825931906847234,0.04929964350104921,shapley value,X,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.07121696886753376,0.04607128489765004,shapley value,Y,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.005446774598625505,0.000909850422260481,standardized shapley value,X,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.002932229942207112,0.0008440587789322649,standardized shapley value,Y,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.0007065783116421975,0.00034316629239170726,rank-relevance shapley value,X,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.0004046127419060645,0.00024541901136875417,rank-relevance shapley value,Y,60-80%,1,different weights,Standard normal 2 vars with correlated third
0.20090505286953064,0.11024421457948252,shapley value,X,80-100%,0,different weights,Standard normal 2 vars with correlated third
0.0862214719005305,0.030328757652052306,shapley value,Y,80-100%,0,different weights,Standard normal 2 vars with correlated third
0.02116191105857742,0.004446202719137294,standardized shapley value,X,80-100%,0,different weights,Standard normal 2 vars with correlated third
0.008957699017761965,0.0025111707469464405,standardized shapley value,Y,80-100%,0,different weights,Standard normal 2 vars with correlated third
2.7240064052129634e-07,2.964328761852196e-07,rank-relevance shapley value,X,80-100%,0,different weights,Standard normal 2 vars with correlated third
1.648230923534371e-07,1.9852272183624442e-07,rank-relevance shapley value,Y,80-100%,0,different weights,Standard normal 2 vars with correlated third
0.18174500512757225,0.06136818525265647,shapley value,X,80-100%,1,different weights,Standard normal 2 vars with correlated third
0.08336154848054451,0.040739114707536446,shapley value,Y,80-100%,1,different weights,Standard normal 2 vars with correlated third
0.007233725810320815,0.000845836204436166,standardized shapley value,X,80-100%,1,different weights,Standard normal 2 vars with correlated third
0.0031769881255809106,0.0005615062269552868,standardized shapley value,Y,80-100%,1,different weights,Standard normal 2 vars with correlated third
1.029578054176879e-06,1.659639897002415e-06,rank-relevance shapley value,X,80-100%,1,different weights,Standard normal 2 vars with correlated third
5.421041803783967e-07,9.356253911614354e-07,rank-relevance shapley value,Y,80-100%,1,different weights,Standard normal 2 vars with correlated third
0.06586049069714972,0.020405129292366236,shapley value,X,0-20%,0,equal weights,Standard normal 3 correlated vars
0.08825314347704277,0.051479314207134835,shapley value,Y,0-20%,0,equal weights,Standard normal 3 correlated vars
0.0046143596304387335,0.001085033427844457,standardized shapley value,X,0-20%,0,equal weights,Standard normal 3 correlated vars
0.009890845222592929,0.005448078982720625,standardized shapley value,Y,0-20%,0,equal weights,Standard normal 3 correlated vars
0.5485617386494044,0.45452511400288453,rank-relevance shapley value,X,0-20%,0,equal weights,Standard normal 3 correlated vars
1.6037820795058886,2.2316942761843923,rank-relevance shapley value,Y,0-20%,0,equal weights,Standard normal 3 correlated vars
0.06443911362824474,0.038319253884449934,shapley value,X,0-20%,1,equal weights,Standard normal 3 correlated vars
0.09546563037509236,0.054457601638028603,shapley value,Y,0-20%,1,equal weights,Standard normal 3 correlated vars
0.002394633735772933,0.0010020637057570956,standardized shapley value,X,0-20%,1,equal weights,Standard normal 3 correlated vars
0.003023568309533017,0.0025042390259405077,standardized shapley value,Y,0-20%,1,equal weights,Standard normal 3 correlated vars
0.70600481528552,1.2251700059082395,rank-relevance shapley value,X,0-20%,1,equal weights,Standard normal 3 correlated vars
0.5341113133818925,0.6572074480349024,rank-relevance shapley value,Y,0-20%,1,equal weights,Standard normal 3 correlated vars
0.04199821766112287,0.026920876103156622,shapley value,X,20-40%,0,equal weights,Standard normal 3 correlated vars
0.10033930052070676,0.0536486465059932,shapley value,Y,20-40%,0,equal weights,Standard normal 3 correlated vars
0.008718893377595157,0.0030613076641769882,standardized shapley value,X,20-40%,0,equal weights,Standard normal 3 correlated vars
0.007737818159050336,0.006639797685349679,standardized shapley value,Y,20-40%,0,equal weights,Standard normal 3 correlated vars
0.17174138918008633,0.1231168395423493,rank-relevance shapley value,X,20-40%,0,equal weights,Standard normal 3 correlated vars
0.12366105813993881,0.15044061776994821,rank-relevance shapley value,Y,20-40%,0,equal weights,Standard normal 3 correlated vars
0.032743734771260684,0.02451937709710979,shapley value,X,20-40%,1,equal weights,Standard normal 3 correlated vars
0.07839011486368498,0.053504375682198145,shapley value,Y,20-40%,1,equal weights,Standard normal 3 correlated vars
0.003286351858547325,0.0008568183314442929,standardized shapley value,X,20-40%,1,equal weights,Standard normal 3 correlated vars
0.002880497443366805,0.0020056816182343344,standardized shapley value,Y,20-40%,1,equal weights,Standard normal 3 correlated vars
3.5554575715861203,12.37285774764126,rank-relevance shapley value,X,20-40%,1,equal weights,Standard normal 3 correlated vars
4.359262270342933,19.11568217084161,rank-relevance shapley value,Y,20-40%,1,equal weights,Standard normal 3 correlated vars
0.019657001974481534,0.013176983160217195,shapley value,X,40-60%,0,equal weights,Standard normal 3 correlated vars
0.06745123966031903,0.04299320880218579,shapley value,Y,40-60%,0,equal weights,Standard normal 3 correlated vars
0.012860382544398665,0.0019207248078891828,standardized shapley value,X,40-60%,0,equal weights,Standard normal 3 correlated vars
0.015134251697808597,0.0062360554169511835,standardized shapley value,Y,40-60%,0,equal weights,Standard normal 3 correlated vars
0.013665685076101724,0.010202361971076131,rank-relevance shapley value,X,40-60%,0,equal weights,Standard normal 3 correlated vars
0.014912910763678894,0.009667055953864185,rank-relevance shapley value,Y,40-60%,0,equal weights,Standard normal 3 correlated vars
0.03370243399726444,0.0217695020773812,shapley value,X,40-60%,1,equal weights,Standard normal 3 correlated vars
0.09057819630680057,0.0484179137199227,shapley value,Y,40-60%,1,equal weights,Standard normal 3 correlated vars
0.003451420361956016,0.0008290374159945381,standardized shapley value,X,40-60%,1,equal weights,Standard normal 3 correlated vars
0.0031839641526068756,0.0021375161113862903,standardized shapley value,Y,40-60%,1,equal weights,Standard normal 3 correlated vars
0.024832794868751968,0.019560741074965103,rank-relevance shapley value,X,40-60%,1,equal weights,Standard normal 3 correlated vars
0.020751139938382908,0.018577874083725434,rank-relevance shapley value,Y,40-60%,1,equal weights,Standard normal 3 correlated vars
0.03747045289877078,0.02159264152120218,shapley value,X,60-80%,0,equal weights,Standard normal 3 correlated vars
0.10096900783185166,0.05712853202430175,shapley value,Y,60-80%,0,equal weights,Standard normal 3 correlated vars
0.007371573745700313,0.0021586894207845336,standardized shapley value,X,60-80%,0,equal weights,Standard normal 3 correlated vars
0.009910144881647575,0.006157649930376697,standardized shapley value,Y,60-80%,0,equal weights,Standard normal 3 correlated vars
0.0003645745735566478,0.0003390057953105152,rank-relevance shapley value,X,60-80%,0,equal weights,Standard normal 3 correlated vars
0.00031745469619543377,0.00017499115078702828,rank-relevance shapley value,Y,60-80%,0,equal weights,Standard normal 3 correlated vars
0.032159771420005874,0.023257352938293268,shapley value,X,60-80%,1,equal weights,Standard normal 3 correlated vars
0.0887150127427793,0.04141833654527395,shapley value,Y,60-80%,1,equal weights,Standard normal 3 correlated vars
0.004074653223642698,0.0009579774280074567,standardized shapley value,X,60-80%,1,equal weights,Standard normal 3 correlated vars
0.0046219983913738496,0.002297091311352388,standardized shapley value,Y,60-80%,1,equal weights,Standard normal 3 correlated vars
0.00031650219095856875,0.0001775698646302946,rank-relevance shapley value,X,60-80%,1,equal weights,Standard normal 3 correlated vars
0.00039103819310326853,0.00027445269269042906,rank-relevance shapley value,Y,60-80%,1,equal weights,Standard normal 3 correlated vars
0.08409364785263591,0.06050827530289185,shapley value,X,80-100%,0,equal weights,Standard normal 3 correlated vars
0.07504540893565557,0.05475479137581728,shapley value,Y,80-100%,0,equal weights,Standard normal 3 correlated vars
0.01810076971798694,0.004624504646083786,standardized shapley value,X,80-100%,0,equal weights,Standard normal 3 correlated vars
0.014648668907947488,0.007041356496569197,standardized shapley value,Y,80-100%,0,equal weights,Standard normal 3 correlated vars
6.559549415116308e-07,8.49620063214352e-07,rank-relevance shapley value,X,80-100%,0,equal weights,Standard normal 3 correlated vars
6.354576549660264e-07,9.376552593280685e-07,rank-relevance shapley value,Y,80-100%,0,equal weights,Standard normal 3 correlated vars
0.07163779905846533,0.04698851950679938,shapley value,X,80-100%,1,equal weights,Standard normal 3 correlated vars
0.09706544996986304,0.034541952278937096,shapley value,Y,80-100%,1,equal weights,Standard normal 3 correlated vars
0.004920725738369864,0.0009916333936326742,standardized shapley value,X,80-100%,1,equal weights,Standard normal 3 correlated vars
0.003595841927300944,0.0022049987729560495,standardized shapley value,Y,80-100%,1,equal weights,Standard normal 3 correlated vars
2.2619671746219123e-07,3.4222967083403426e-07,rank-relevance shapley value,X,80-100%,1,equal weights,Standard normal 3 correlated vars
8.632456115622978e-08,1.26679004519041e-07,rank-relevance shapley value,Y,80-100%,1,equal weights,Standard normal 3 correlated vars
0.08087124633204784,0.050855744671517294,shapley value,X,0-20%,0,different weights,Standard normal 3 correlated vars
0.10010935133977482,0.0652535527738743,shapley value,Y,0-20%,0,different weights,Standard normal 3 correlated vars
0.006382015816117687,0.0034592298448528447,standardized shapley value,X,0-20%,0,different weights,Standard normal 3 correlated vars
0.007303744529432569,0.005137422113430362,standardized shapley value,Y,0-20%,0,different weights,Standard normal 3 correlated vars
1.5695767600027473,1.7533820252093466,rank-relevance shapley value,X,0-20%,0,different weights,Standard normal 3 correlated vars
2.1703403316816012,3.0456858549397663,rank-relevance shapley value,Y,0-20%,0,different weights,Standard normal 3 correlated vars
0.0722419185116583,0.036751002470267226,shapley value,X,0-20%,1,different weights,Standard normal 3 correlated vars
0.1265823830028832,0.0608301749743576,shapley value,Y,0-20%,1,different weights,Standard normal 3 correlated vars
0.0021524598969597814,0.0007086600476126034,standardized shapley value,X,0-20%,1,different weights,Standard normal 3 correlated vars
0.0023208643582331885,0.0021782476871843497,standardized shapley value,Y,0-20%,1,different weights,Standard normal 3 correlated vars
1.5331071544243642,2.121066038770656,rank-relevance shapley value,X,0-20%,1,different weights,Standard normal 3 correlated vars
2.076021677784689,4.34264122898798,rank-relevance shapley value,Y,0-20%,1,different weights,Standard normal 3 correlated vars
0.053825242087043555,0.03205983504977257,shapley value,X,20-40%,0,different weights,Standard normal 3 correlated vars
0.12319045842878762,0.06216154386290118,shapley value,Y,20-40%,0,different weights,Standard normal 3 correlated vars
0.009594860530665888,0.003487643307911825,standardized shapley value,X,20-40%,0,different weights,Standard normal 3 correlated vars
0.006832458423862981,0.006960666453995411,standardized shapley value,Y,20-40%,0,different weights,Standard normal 3 correlated vars
0.17487372740750745,0.10515212867472747,rank-relevance shapley value,X,20-40%,0,different weights,Standard normal 3 correlated vars
0.13210640596401052,0.19727590116429342,rank-relevance shapley value,Y,20-40%,0,different weights,Standard normal 3 correlated vars
0.04172558354151108,0.03478010489704198,shapley value,X,20-40%,1,different weights,Standard normal 3 correlated vars
0.09676407533853221,0.06972676565809136,shapley value,Y,20-40%,1,different weights,Standard normal 3 correlated vars
0.0030078164111883797,0.0008585946801989218,standardized shapley value,X,20-40%,1,different weights,Standard normal 3 correlated vars
0.0028211243851644576,0.0019560793000890724,standardized shapley value,Y,20-40%,1,different weights,Standard normal 3 correlated vars
0.13003912522263253,0.08620609251146527,rank-relevance shapley value,X,20-40%,1,different weights,Standard normal 3 correlated vars
0.13383374318664026,0.1435944943184862,rank-relevance shapley value,Y,20-40%,1,different weights,Standard normal 3 correlated vars
0.03251470264441363,0.020218448848588092,shapley value,X,40-60%,0,different weights,Standard normal 3 correlated vars
0.09588545620360206,0.057301201974682414,shapley value,Y,40-60%,0,different weights,Standard normal 3 correlated vars
0.010431607671606313,0.002068896464374775,standardized shapley value,X,40-60%,0,different weights,Standard normal 3 correlated vars
0.01082612108347452,0.006076408072238226,standardized shapley value,Y,40-60%,0,different weights,Standard normal 3 correlated vars
0.02135995347347138,0.01789795516685758,rank-relevance shapley value,X,40-60%,0,different weights,Standard normal 3 correlated vars
0.016589177105937755,0.013632789797319444,rank-relevance shapley value,Y,40-60%,0,different weights,Standard normal 3 correlated vars
0.03894639620640548,0.027288296843583037,shapley value,X,40-60%,1,different weights,Standard normal 3 correlated vars
0.08788462231601446,0.05286108422141864,shapley value,Y,40-60%,1,different weights,Standard normal 3 correlated vars
0.003420688577124988,0.0008327831434190885,standardized shapley value,X,40-60%,1,different weights,Standard normal 3 correlated vars
0.003416203093488476,0.0018069831073913415,standardized shapley value,Y,40-60%,1,different weights,Standard normal 3 correlated vars
